company,domain,bucket,campaign,priority,wave,had_email_before,had_phone_before,enriched,has_mobile,source,status
"Howe Electric Construction, Inc.",howe-electric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Hughes Electrical,hugheselectrical.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
In-Line Electrical Contractors Corp.,inline-corp.com,T3,,master-DQ,MASTER,,,yes,,grata,ok
"InChargeE, LLC",inchargee.com,S9,,master-DQ,MASTER,,,,,grata,no grata execs
Ion Electric Service LLC,ionelectric.org,T5,,master-DQ,MASTER,yes,,yes,,grata,ok
JFC Electric LLC,jfcelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Jasper Thompson Lightning Protection,jtlpinc.com,S10,,master-DQ,MASTER,yes,,yes,,grata,ok
Jolma Utilities,jolmautilities.com,T3,,master-DQ,MASTER,,,yes,,grata,ok
KND Electric,kndelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Kiowa Line Builders,kiowalb.com,T3,,master-DQ,MASTER,,,yes,,grata,ok
Lampion Companies,lampioncompanies.com,S8,,master-DQ,MASTER,,,yes,,grata,ok
Live Electric Inc,liveelectric.vegas,T5,,master-DQ,MASTER,,,yes,,grata,ok
Lonestar Lightning,lonestarlightning.com,S10,,master-DQ,MASTER,,,,,grata,no grata execs
"M. Davis & Sons, Inc.",mdavisinc.com,T4,,master-DQ,MASTER,,,yes,,grata,ok
Main Line Charging,mainlinecharging.com,S9,,master-DQ,MASTER,,,,,grata,no grata execs
"Malstrom Electric, INC.",malstromelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Matco Electric Corporation,matcoelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Mayberry Electric Inc.,mayberryelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Menco Electric Inc,mencoelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Mundial Group Inc.,mundial-group.com,T1,,master-DQ,MASTER,yes,,yes,,grata,ok
Musgrove Construction,musgrove.ourcareerpages.com,T3,,master-DQ,MASTER,,,,,grata,grata matched wrong entity (Burford's Tree LLC / ourcareerpages.com) - not a company primary domain
OMNI Electric,omnielectric.io,S8,,master-DQ,MASTER,,,,,grata,no grata execs
"Outback Contractors, Inc.",outback-inc.com,T3,,master-DQ,MASTER,,,,,grata,no grata execs
PCI Electric LLC,pci-electric.com,T4,,master-DQ,MASTER,,,yes,,grata,ok
PNODE Inc.,pnodeinc.com,T1,,master-DQ,MASTER,,,yes,,grata,ok
PVI CM Inc,pvicm.com,T6,,master-DQ,MASTER,,,yes,,grata,ok
Palmieri Electric,palmierielectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
"Pat Murphy Electric, Inc.",patmurphyelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
"Perreca Electric Co., Inc.",perreca.com,T4,,master-DQ,MASTER,,,yes,,grata,ok
Player and Company,playercompany.com,T4,,master-DQ,MASTER,,,yes,,grata,ok
Powercomm Construction Inc,powercommconstruction.com,T3,,master-DQ,MASTER,,,yes,,grata,ok
Prismecs,prismecs.com,T4,,master-DQ,MASTER,,,yes,,grata,ok
ProCal Lighting,procallighting.com,T5,,master-DQ,MASTER,,,,,grata,no grata execs; grata resolved requested domain to pro-cal.com (ProCal) - verify entity
R&R Electrical Inc.,rrelectricalinc.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
R.W. Electric,rwelectric.com,T4,,master-DQ,MASTER,,,,,grata,no grata execs
Reed Electric INC,reedelectric.us,T5,,master-DQ,MASTER,yes,,yes,,grata,ok
Revolt Electric,revolt-electric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Rizzo Electrical Contractors,rizzoelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
SPEED Wiring Products,speedwiringproducts.com,M13,,master-DQ,MASTER,yes,,,,grata,no grata execs
STG Electric Services,stgelectricservices.com,S7,,master-DQ,MASTER,yes,,yes,,grata,ok
"Schultheis Electric, a Division of TSB Inc.",tsbinc.net,T4,,master-DQ,MASTER,,,yes,,grata,ok
Seco Electric,secoelectric.net,T5,,master-DQ,MASTER,,,yes,,grata,ok
Shaw Electric LLC,shaw-electricllc.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Sheets Contracting,sheetscontracting.com,S9,,master-DQ,MASTER,yes,,yes,,grata,ok
Skytec,skytecpro.com,T3,,master-DQ,MASTER,,,yes,,grata,ok
Solar Electric Systems INC.,solarelectric.org,T5,,master-DQ,MASTER,,,yes,,grata,ok
"Sparks Energy, Inc.",sparksinc.com,T3,,master-DQ,MASTER,,,yes,,grata,ok
Specialty Engineering,specialtyengineering.net,T1,,master-DQ,MASTER,,,yes,,grata,"Canada - non-US contact, verify entity"
Splane Electric Supply Co,allenelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,"Grata resolved allenelectric.com to ""Splane Electric Supply Co"" - entity/name mismatch, verify before outreach"
"St Francis Electric, LLC",stfranciselectric.com,S8,,master-DQ,MASTER,yes,,yes,,grata,ok
Swmco,swmco.com,T6,,master-DQ,MASTER,,,yes,,grata,ok
T M Electric,tmelectrical.ca,T5,,master-DQ,MASTER,,,yes,,grata,"Canada - non-US contact/entity, verify (T M Electric, Ottawa ON; Grata employer reads T & M Mechanical Ltd)"
"T&T Electrical Contractors, Inc.",tt-electric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
TJ|H2b Analytical Services,tjh2b.com,T1,,master-DQ,MASTER,,,yes,,grata,ok
Tempest Enterprises,thetempestco.com,T3,,master-DQ,MASTER,,,yes,,grata,ok
The Garick Group Inc.,thegarickgroup.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
"The Tri-M Group, LLC",tri-mgroup.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Transition Power LLC,transitionpower.net,T3,,master-DQ,MASTER,,,,,grata,no grata company found for domain
Trustworthy Electric,trustworthyelectric.net,T5,,master-DQ,MASTER,yes,,yes,,grata,ok
Universal Contracting Services,universalteam.net,S8,,master-DQ,MASTER,,,yes,,grata,ok
Utility Electric,utilityelectric.net,T4,,master-DQ,MASTER,,,,,grata,no grata execs
Victory Powerline Services,victorypowerlineservices.com,T3,,master-DQ,MASTER,,,yes,,grata,ok
Vilcon Inc,vilconinc.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
"Wagner Technical Services, Inc.",wagnertech.com,T3,,master-DQ,MASTER,,,yes,,grata,ok
"Welch Companies, Inc.",welchcompanies.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Williams Electrical Mechanical Group,williamsemgroup.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Willis Cable Construction,williscable.com,T3,,master-DQ,MASTER,,,yes,,grata,ok
Zeller Electric,zellerelectriccorp.com,T4,,master-DQ,MASTER,,,yes,,grata,ok
Analysis and Measurement Services (AMS) Corporation,ams-corp.com,T1,,master-P3,MASTER,yes,yes,,,grata,no grata execs
IVC Technologies,ivctechnologies.com,T1,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Albrecht Engineering, LLC",albrechtellc.com,T3,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Criterion Critical Systems, Inc.",criterioncriticalsystems.com,T6,,master-P3,MASTER,yes,yes,yes,,grata,ok
CT Electric,ctelectricpro.com,T4,,master-P3,MASTER,yes,yes,yes,,grata,ok
"BIC Electric, LLC",bicelectrics.com,T3,,master-P3,MASTER,yes,yes,yes,,grata,ok
Southwest Industrial Electric,southwestelectric.com,T4,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Edge E&I Services, LLC",edgeserviceco.com,T4,,master-P3,MASTER,yes,yes,yes,,grata,ok
Sitewide Project Solutions,sitewideps.com,T4,,master-P3,MASTER,yes,yes,yes,,grata,ok
BridgePoint Electric,bridgepointelectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Nelson Electric, Inc",nelsonelec.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
OlympiaTech Electric,olympiatech.net,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
Commercial Lightning Protection,commerciallightning.com,S10,,master-P3,MASTER,yes,yes,yes,,grata,ok
Holland Industrial,hollandindustrial.com,S7,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Utility Construction Company, Inc.",utilityconstructionco.com,S8,,master-P3,MASTER,yes,yes,yes,,grata,ok
Pwr,pwrllc.com,S7,,master-P3,MASTER,yes,yes,yes,,grata,ok
Sievert Electric,sievertelectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"American Electric Construction Company, LLC",aecco.net,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
Capital City Electric,capcityelectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Mayers Electric Co., Inc.",mayerselectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Elite Power, Inc.",elitepower.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"RDM Electric Company, Inc.",rdmcompanies.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
Rivers Electrical Corporation,riverselectrical.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Sweney Electric Company, INC",sweneyelectric.com,T4,,master-P3,MASTER,yes,yes,yes,,grata,ok
ArcStar Electric,arcstarelectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"MARS Transformers, LLC",marstransformers.com,T2,,master-P3,MASTER,yes,yes,yes,,grata,ok
Resound Energy Services™,resoundenergy.com,S9,,master-P3,MASTER,yes,yes,yes,,grata,ok
Red Rover Electric,redroverelectric.com,T3,,master-P3,MASTER,yes,yes,yes,,grata,ok
Midland Industrial Service LLC,midlandllc.com,T4,,master-P3,MASTER,yes,yes,yes,,grata,ok
R&D Electric,rdelectric.net,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Raygen Services, LLC",raygenservices.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Douglas Electric Co., Inc.",douglaselectric.us,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
Cacy Electric,cacyelectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
Independent Lighting & Electrical,independentlighting.com,T5,,master-P3,MASTER,yes,yes,,,grata,no grata execs
Jemby Electric Inc.,jemby.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Lywood Electric, Inc.",lywood.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"North Point Technology, LLC",northpointusa.com,T4,,master-P3,MASTER,yes,yes,yes,,grata,ok
"current engineering, inc.",currenteng.com,T4,,master-P3,MASTER,yes,yes,yes,,grata,ok
Walsh Electric Co. Inc.,walshelec.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
CapStar Electric,capstarelectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Bussco, INC.",busscoinc.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
Foy Group Corporation,foygroup.net,T5,,master-P3,MASTER,yes,yes,yes,,grata,"4th exec Zachary Beukema (CFO, no email) dropped by 3-contact cap"
"Mastercraft Electric, INC.",mastercraftinc.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
USIlluminations,usilluminations.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Fitzgerald's Electrical Contracting, Inc",fitzec.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"PAGE Power Systems, Inc.",pagepowersystems.com,T3,,master-P3,MASTER,yes,yes,yes,,grata,ok
Allied Electrical,alliedelectrical.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
EC&M Integrated Solutions,ec-m.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
CE Electrical Contractors,ce-electrical.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Carey Electric, Inc.",careyelectricinc.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,grata resolved requested domain to careyelectricincny.com - verify entity
CUSA Consulting Corp,cusaconsulting.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,"Grata name/email mismatch: record name ""Virginia Thurston"" but email mthurston@ and LinkedIn is Mark Thurston - verify person before outreach"
Eagle Electric,eagleelect.com,T5,,master-P3,MASTER,yes,yes,,,grata,no grata execs
"Montana Lines, Inc",mtlines.com,S8,,master-P3,MASTER,yes,yes,yes,,grata,ok
HTE Contractors,hitechelectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
Kilian Electrical Service / Kilian Power,kilianelectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Diversified Technologies, Inc.",divtecs.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,work_email on unrelated domain (liveoakconsultants.com) and contact flagged archived by Grata - verify before use
Power Monitors,powermonitors.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
Power Temp Systems,powertemp.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
Power Connections Inc,powerconnections.com,M13,,master-P3,MASTER,yes,yes,,,grata,no grata execs
"Root 3 Power, LLC",root3power.com,E12,,master-P3,MASTER,yes,yes,yes,,grata,ok
Grace Technologies,graceport.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
The H-J Family of Companies,h-j.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
Amped I LLC,ampedi.com,E12,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Astute Engineering, LLC.",astuteng.com,E12,,master-P3,MASTER,yes,yes,yes,,grata,ok
BTECH Inc,btechinc.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Custom Electronics, Inc.",customelec.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,Grata also lists alternate professional emails mpentaris@email.customelec.com and sales@customelec.com
Exeltech,exeltech.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
Gyre9,gyre9.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
Titan LED,titanledus.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
Senergy Electric,senergyelectric.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
"ELECSYS Engineering Group, PLLC",elecsysgroup.com,E12,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Davidson Sales Company, Inc.",davidsonsales.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
Merrimac Industrial Sales,merrimacindustrial.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
South Coast Lighting & Design,southcoastlighting.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
"RNB Controls, Inc.",rnbcontrols.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
"RTF Project Services, LLC",rtfps.net,T4,,master-P3,MASTER,yes,yes,yes,,grata,ok
Specialized Electric Company - Colorado,specializedelectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"T.R. Curlee Electric,Inc.",trcurlee.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"A.R.S. Electric, LLC",arselectricnyc.com,S8,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Alternalite Electric, Inc.",alternalite.com,S9,,master-P3,MASTER,yes,yes,yes,,grata,ok
Arc Flash Electric,arcflashelectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
Design By Initiative,designbyinitiative.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
Diamond -R- Electric,diamondrelectric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"Signature Electric, Inc.",signatureelectriccorp.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
American Connectors,americanconnectors.com,M13,,master-P3,MASTER,yes,yes,yes,,grata,ok
Amex Electric Services DFW,amexelectric.com,T5,,master-P3,MASTER,yes,yes,,,grata,no grata execs
Box Electric Company Inc,box-electric.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
"CruzElectric, LLC.",cruzelectricllc.com,T5,,master-P3,MASTER,yes,yes,yes,,grata,ok
Lumen Electric INC.,lumenelectric.com,T5,,master-P3,MASTER,yes,yes,,,grata,no grata execs
"Advanced Integration Technologies, Inc.",aitechfl.com,T5,,master-P3,MASTER,yes,yes,,,grata,no grata execs
5 Star Directional Drilling Services INC,5stardrilling.com,T3,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"A&H Industries, LLC",ahindllc.com,S8,,master-DQ,MASTER,yes,yes,,,grata,no grata company found for domain
APEX Controls,solutionsbyapex.com,T4,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Abstract Electric,abstractelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Advanced Gas Engine Solutions, Inc",agesinc.us,S7,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Al's Electric Services Ltd,alselectric.ca,T5,,master-DQ,MASTER,yes,yes,yes,,grata,"Canada - non-US contact, verify entity"
Allstar Electrical Services,allstarelectrical.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Altimate Electric, LLC.",altimateelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Aubrey Silvey Enterprises, Inc.",silvey.com,T3,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"B&J Electric of Poland, Inc.",bandjelectriconline.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Bass Electrical Corporation,basselectricalnyc.com,T5,,master-DQ,MASTER,yes,yes,,,grata,no grata execs
Benfield Electric,benfieldinc.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Bible Electric, Inc.",bibleelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Bj Baldwin Electric Inc,bjbaldwin.com,T3,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Bullett Electric Inc,bullettelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Burkhead Electric,burkheadelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"C.M.Armitage,Inc",cmarmitage.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"CDP, Inc.",cdpcorp.com,T6,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Carlton Electric, INC.",carltonelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"ClearPath Utility Solutions, LLC",directionaldrilling.com,T3,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Connors-Haas, Inc.",connors-haas.com,T4,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"D&D Electrical Contractors, Inc. / DNet Cabling & Solar",danddnet.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
D&D Motor Systems Inc.,ddmotorsystems.com,M13,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"DL Smith Electric, Inc.",dlsmith.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Degryse Electric Inc.,degryseelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"EMT Electric, Inc.",emtelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
EZ EV Electric,ezevelectric.com,S9,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Electrical Corporation of America, Inc.",ecahq.com,T4,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Electricians, Inc.",electriciansinc.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Elite Power Solutions,elitepowersolutions.io,S9,,master-DQ,MASTER,yes,yes,,,grata,no grata execs
"Elm Electrical, Inc.",elmelec.com,T4,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Generators of Houston A GENRG Power Solutions, LLC Company",generatorsofhouston.com,S7,,master-DQ,MASTER,yes,yes,yes,,grata,"resolved to Grata record genrg.net (Generators of Houston, A GENRG Power Solutions) - possible rollup/acquisition, verify ownership"
Godfrey Electric Inc.,godfreyelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
GreenTech Energy Services,greentechenergy.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Guardian Manufacturing,guardianmfg.com,T4,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Hawaii Energy Systems,hawaiienergysystems.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Heco,hecoinc.com,S7,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Hurst Electric,hurstelec.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
I.E. Electric,i-e-electric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Ickler Electric Corporation,icklerelectric.com,T4,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Industrial Four Inc.,industrialfour.com,T4,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Intelect Corporation,intelectcorp.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Intelectric inc.,intelectric.net,S9,,master-DQ,MASTER,yes,yes,yes,,grata,ok
J.R. Electrical,jrelectrical.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Jamerson & Bauwens Electrical Contractors, Inc.",jbelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Knights' Electric, Inc.",knightselectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Koester Corporation,koester-corp.com,T4,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Krause Electrical Contractors,krauseelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
LED Lighting Inc.,ledlightinginc.com,M13,,master-DQ,MASTER,yes,yes,yes,,grata,ok
LMS Electric & Plumbing,lmselectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Lakeland Electric, Inc.",lakelandohio.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Lightserve Corp,light-serve.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"M&M Electric of Central Florida, Inc.",mmelectriccfl.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"M. L. Schmitt, Inc.",mlschmittelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
MC Electric & Contracting,mcelectricpro.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Mad Dash, Inc.",maddash.com,T3,,master-DQ,MASTER,yes,yes,yes,,grata,ok
McCay Southern,mccaysouthern.com,S7,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"N. J. Shaum & Son, INC. Electrical Contractors",shaum-electric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Nelson Electric,nelson-electricllc.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Northline Utilities, LLC",northlineutilitiesllc.com,T3,,master-DQ,MASTER,yes,yes,yes,,grata,ok
O'Neill Electric Inc.,oneillelectricmn.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Packerland Electric LLC,packerlandelectric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Palmer Electric,palmer-electric.com,T5,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Performance Power,ppcwa.com,T6,,master-DQ,MASTER,yes,yes,yes,,grata,ok
Petro Guardian,petroguardian.com,S10,,master-DQ,MASTER,yes,yes,yes,,grata,ok
"Portland Engineering, Inc.",portlandengineers.com,T4,,master-DQ,MASTER,yes,yes,yes,,grata,ok
